temporada;time;adversario;fase;cf;posicao;Jogador;frequencia ;Min;Pts C;Pts T;Arc;Art;3P C;3P T;2P C;2P T;LL C;LL T;O;D;RT;AS;BR;TO;FC;FR;ER;EN
14;17;20;1;1;5;Daniel Alemao;1;10,28;4;12;2;5;0;1;2;4;0;1;0;3;3;1;1;0;5;1;2;0
14;17;20;1;1;3;Jimmy;1;9,58;5;5;2;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1
14;17;20;1;1;3;Pedro Henrique;1;8,1;3;6;1;2;1;2;0;0;0;0;1;0;1;0;0;1;2;0;1;0
14;17;20;1;1;4;Thomas Gehrke;1;5,55;0;2;0;0;0;0;0;0;0;2;0;1;1;1;0;0;2;1;1;0
14;17;20;1;1;6;Bia;1;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;17;20;1;1;1;Lersch;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;17;20;1;1;0;1;1;;83;166;28;61;11;23;17;38;16;21;12;29;41;15;12;3;25;22;19;3
14;20;17;1;2;3;Ted Simões;1;31;12;27;6;12;0;3;6;9;0;0;0;2;2;0;1;1;4;1;3;0
14;20;17;1;2;4;Toledo;1;26,22;7;19;1;5;1;3;0;2;4;6;1;7;8;0;3;1;2;4;3;0
14;20;17;1;2;5;Morro;1;26,21;2;6;1;3;0;0;1;3;0;0;2;3;5;1;2;1;2;1;0;0
14;20;17;1;2;1;Jason Smith;1;24;15;24;4;8;3;4;1;4;4;4;0;2;2;2;3;0;2;5;1;0
14;20;17;1;2;2;Joe Smith;1;22,27;5;22;1;7;0;5;1;2;3;3;0;1;1;3;1;0;2;4;4;0
14;20;17;1;2;5;Andra Bambu;1;21,08;16;24;4;7;1;2;3;5;7;8;4;2;6;0;0;0;2;3;2;1
14;20;17;1;2;2;Paulinho Boracini;1;18,28;16;35;7;15;1;4;6;11;1;1;0;1;1;1;1;0;5;1;3;0
14;20;17;1;2;5;Kurtz;1;12,55;2;8;0;2;0;0;0;2;2;4;0;1;1;1;0;0;4;3;1;0
14;20;17;1;2;3;Lucas Dias;1;7,43;0;9;0;3;0;3;0;0;0;0;0;2;2;1;1;0;1;0;0;0
14;20;17;1;2;2;Jefferson;1;4,55;0;2;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
14;20;17;1;2;2;Humberto;1;4,37;0;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;20;17;1;2;1;De Paula;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;20;17;1;2;0;1;1;;75;179;24;64;6;25;18;39;21;26;11;23;34;10;15;3;24;22;17;1
14;17;18;1;1;1;Elinho;1;36,01;9;15;4;6;1;3;3;3;0;0;2;5;7;4;1;0;2;1;2;0
14;17;18;1;1;4;Tyrone;1;35,13;24;44;9;16;3;7;6;9;3;5;0;4;4;2;5;1;3;3;5;2
14;17;18;1;1;3;Shamell;1;33,01;27;51;12;22;3;7;9;15;0;0;0;2;2;2;2;0;1;2;1;1
14;17;18;1;1;5;Gerson;1;31,15;8;10;4;4;0;0;4;4;0;2;4;4;8;3;1;3;3;2;1;1
14;17;18;1;1;3;Filipin;1;27,37;13;22;5;8;3;6;2;2;0;0;0;1;1;1;1;0;3;3;2;0
14;17;18;1;1;4;Thomas Gehrke;1;15,34;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;2;1;1;0
14;17;18;1;1;5;Paulao Prestes;1;10,31;1;4;0;1;0;0;0;1;1;2;0;1;1;1;0;0;1;1;1;0
14;17;18;1;1;1;Lersch;1;3,58;3;3;1;1;1;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0
14;17;18;1;1;3;Pedro Henrique;1;2,58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;17;18;1;1;6;Evander;1;2,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;17;18;1;1;3;Jimmy;1;1,34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
14;17;18;1;1;6;Bia;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;17;18;1;1;0;1;1;;85;149;35;58;11;24;24;34;4;9;8;22;30;16;11;4;17;14;14;4
14;18;17;1;2;1;Maxi Stanic;1;31,34;9;31;3;11;3;9;0;2;0;0;2;2;4;6;1;0;3;4;2;0
14;18;17;1;2;5;Toyloy;1;28,43;6;12;3;6;0;0;3;6;0;0;2;3;5;1;0;0;1;2;1;2
14;18;17;1;2;4;Douglas Nunes;1;28,37;13;24;4;9;3;4;1;5;2;2;2;1;3;2;1;1;1;2;1;0
14;18;17;1;2;3;Jhonatan;1;24,27;18;27;6;10;4;5;2;5;2;2;2;3;5;1;1;0;4;3;4;0
14;18;17;1;2;2;Neto;1;24,07;7;18;3;8;1;2;2;6;0;0;0;0;0;2;0;0;2;0;2;0
14;18;17;1;2;2;Gianella;1;22,32;15;26;6;11;1;2;5;9;2;2;1;1;2;4;3;0;2;2;0;0
14;18;17;1;2;3;Diego 1;1;18,15;9;24;4;9;0;4;4;5;1;2;2;0;2;0;2;0;1;3;2;0
14;18;17;1;2;5;atila Dos Santos;1;11,08;2;4;0;1;0;0;0;1;2;2;2;4;6;1;0;0;0;1;1;0
14;18;17;1;2;3;Fabricio;1;9,04;5;11;2;4;1;3;1;1;0;0;0;0;0;0;0;0;0;0;1;0
14;18;17;1;2;2;Marone;1;1,19;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
14;18;17;1;2;6;Rodrigo;1;0,07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;18;17;1;2;1;Locke;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;18;17;1;2;0;1;1;;84;177;31;69;13;29;18;40;9;10;14;18;32;18;10;1;14;17;14;2
14;17;7;1;1;4;Tyrone;1;32,24;10;24;4;10;2;4;2;6;0;0;1;7;8;2;1;0;2;2;3;1
14;17;7;1;1;3;Filipin;1;28,31;11;22;3;7;3;6;0;1;2;2;1;2;3;2;3;0;3;1;1;0
14;17;7;1;1;3;Shamell;1;28,17;28;58;11;22;3;11;8;11;3;3;0;3;3;1;1;0;4;6;5;0
14;17;7;1;1;5;Gerson;1;27,31;12;14;5;6;0;0;5;6;2;2;5;2;7;0;1;3;3;1;3;2
14;17;7;1;1;1;Elinho;1;26,58;11;20;3;7;3;4;0;3;2;2;1;0;1;5;2;0;2;2;8;0
14;17;7;1;1;4;Thomas Gehrke;1;21,58;10;13;4;5;1;1;3;4;1;2;4;3;7;2;0;0;3;1;2;1
14;17;7;1;1;5;Paulao Prestes;1;15,34;8;14;3;5;0;0;3;5;2;4;2;2;4;0;0;0;1;2;0;0
14;17;7;1;1;1;Xande;1;14,28;4;12;2;5;0;0;2;5;0;2;0;2;2;4;3;0;3;2;3;0
14;17;7;1;1;3;Jimmy;1;4,18;0;0;0;0;0;0;0;0;0;0;1;1;2;2;0;0;0;0;1;0
14;17;7;1;1;6;Evander;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;17;7;1;1;1;Lersch;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;17;7;1;1;3;Pedro Henrique;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;17;7;1;1;0;1;1;;94;177;35;67;12;26;23;41;12;17;16;24;40;18;15;3;21;17;26;4
14;7;17;1;2;3;Marquinhos;1;29,16;25;42;9;15;6;11;3;4;1;1;0;2;2;2;2;1;1;4;3;1
14;7;17;1;2;3;Marcelinho;1;27,47;17;34;5;11;4;8;1;3;3;4;2;1;3;3;0;0;1;4;4;0
14;7;17;1;2;1;Laprovittola;1;26,46;11;17;3;5;3;5;0;0;2;2;2;2;4;11;3;0;2;2;4;0
14;7;17;1;2;5;Meyinsse;1;24,31;11;15;4;6;0;0;4;6;3;3;2;2;4;0;4;0;3;4;2;1
14;7;17;1;2;4;Herrmann;1;23,49;6;19;2;7;0;3;2;4;2;2;0;3;3;1;0;0;1;2;0;0
14;7;17;1;2;4;Olivinha;1;20,28;16;29;5;10;3;6;2;4;3;3;1;1;2;1;1;0;3;2;0;0
14;7;17;1;2;2;Benite;1;18,08;10;20;4;8;2;4;2;4;0;0;0;1;1;1;0;0;3;0;5;0
14;7;17;1;2;5;Felicio;1;15,28;2;2;0;0;0;0;0;0;2;2;0;1;1;1;1;0;3;1;0;0
14;7;17;1;2;1;Gege;1;13,41;0;6;0;2;0;2;0;0;0;0;0;2;2;2;0;0;2;1;2;0
14;7;17;1;2;3;Chupeta;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;7;17;1;2;1;Danielzinho;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;7;17;1;2;6;Deda;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;7;17;1;2;0;1;1;;98;184;32;64;18;39;14;25;16;17;7;17;24;22;17;1;19;20;20;2
14;17;15;1;1;1;Elinho;1;29,53;7;23;3;9;0;4;3;5;1;1;1;2;3;8;0;0;3;3;1;0
14;17;15;1;1;4;Thomas Gehrke;1;25,34;9;16;3;6;1;2;2;4;2;2;2;3;5;3;0;0;2;2;1;0
14;17;15;1;1;3;Filipin;1;23,1;7;15;2;4;1;3;1;1;2;4;0;1;1;4;1;0;2;4;6;0
14;17;15;1;1;5;Gerson;1;22,46;22;27;10;12;0;0;10;12;2;3;3;7;10;0;0;0;3;2;0;3
14;17;15;1;1;3;Jimmy;1;22,42;14;18;6;7;2;3;4;4;0;1;2;2;4;1;0;0;1;3;0;0
14;17;15;1;1;4;Tyrone;1;22,19;8;21;4;9;0;3;4;6;0;0;1;1;2;0;4;0;3;2;2;1
14;17;15;1;1;5;Paulao Prestes;1;17,13;7;24;2;10;0;0;2;10;3;4;3;3;6;1;2;0;3;4;1;0
14;17;15;1;1;3;Shamell;1;13,34;5;26;1;9;0;4;1;5;3;4;0;2;2;2;0;0;0;4;1;0
14;17;15;1;1;5;Wagner;1;12,36;2;6;1;3;0;0;1;3;0;0;2;2;4;0;0;1;2;1;1;0
14;17;15;1;1;1;Xande;1;10,08;0;3;0;1;0;1;0;0;0;0;1;1;2;1;0;0;3;0;2;0
14;17;15;1;1;1;Lersch;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;17;15;1;1;3;Pedro Henrique;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;17;15;1;1;0;1;1;;81;179;32;70;4;20;28;50;13;19;17;26;43;20;10;1;22;25;15;4
14;15;17;1;2;1;Jamaal;1;33,54;25;39;6;11;4;8;2;3;9;9;1;4;5;2;0;0;1;6;2;0
14;15;17;1;2;3;Marcio 5;1;31,22;6;19;2;6;1;4;1;2;1;3;2;2;4;2;2;0;4;5;2;0
14;15;17;1;2;5;Fernando Mineiro;1;26,02;10;25;4;10;1;4;3;6;1;1;0;2;2;1;0;0;2;1;4;0
14;15;17;1;2;5;George 1;1;25,16;10;27;3;9;0;2;3;7;4;7;5;1;6;0;1;0;4;5;2;0
14;15;17;1;2;3;Young;1;20,27;0;14;0;5;0;4;0;1;0;0;0;1;1;2;2;1;2;0;3;0
14;15;17;1;2;2;Eddy;1;19,51;0;10;0;4;0;2;0;2;0;0;1;4;5;0;0;1;5;0;2;0
14;15;17;1;2;5;Atílio;1;19,1;6;10;2;4;0;0;2;4;2;2;0;3;3;1;0;0;3;2;2;0
14;15;17;1;2;1;Pedrinho;1;14,04;9;12;3;4;2;3;1;1;1;1;0;0;0;0;0;0;0;1;0;0
14;15;17;1;2;4;Diego 2;1;7,2;4;4;1;1;0;0;1;1;2;2;0;0;0;0;0;0;3;2;2;1
14;15;17;1;2;5;De Bem;1;2,25;0;4;0;2;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0
14;15;17;1;2;4;Pablo;1;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;15;17;1;2;6;Daniel;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;15;17;1;2;0;1;1;;70;164;21;56;8;27;13;29;20;25;10;23;33;8;9;2;25;22;19;1
14;17;23;1;1;3;Shamell;1;30,1;12;21;4;8;1;2;3;6;3;3;1;3;4;3;0;0;3;5;4;0
14;17;23;1;1;4;Tyrone;1;25,43;9;17;2;6;1;1;1;5;4;4;1;2;3;0;0;0;4;4;1;0
14;17;23;1;1;1;Elinho;1;23,43;5;15;2;6;1;3;1;3;0;0;0;1;1;5;2;0;1;0;2;0
14;17;23;1;1;1;Xande;1;21,28;15;35;5;12;4;9;1;3;1;2;1;0;1;1;1;0;3;1;1;0
14;17;23;1;1;5;Gerson;1;21,17;8;14;2;5;0;0;2;5;4;4;3;6;9;1;0;1;1;4;1;0
14;17;23;1;1;3;Filipin;1;18,49;5;12;0;2;0;2;0;0;5;6;1;1;2;1;0;0;1;4;1;0
14;17;23;1;1;5;Paulao Prestes;1;16,34;14;23;5;8;0;0;5;8;4;7;4;2;6;1;0;0;2;5;0;0
14;17;23;1;1;5;Wagner;1;14,46;6;16;3;8;0;0;3;8;0;0;2;2;4;1;1;0;2;1;0;0
14;17;23;1;1;4;Thomas Gehrke;1;14,16;7;11;2;4;1;1;1;3;2;2;0;2;2;2;0;0;2;1;0;0
14;17;23;1;1;3;Jimmy;1;13,08;7;14;3;6;1;2;2;4;0;0;0;0;0;0;0;0;0;0;0;0
14;17;23;1;1;6;Evander;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;17;23;1;1;1;Lersch;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;17;23;1;1;0;1;1;;88;178;28;65;9;20;19;45;23;28;16;21;37;15;8;1;19;25;10;0
14;23;17;1;2;2;Laws;1;37,39;26;31;8;10;6;7;2;3;4;4;0;1;1;5;1;0;1;4;2;0
14;23;17;1;2;1;Valtinho;1;36,39;7;14;2;4;1;2;1;2;2;4;2;4;6;8;1;0;1;2;3;0
14;23;17;1;2;3;J, Baxter;1;31,17;18;31;5;9;3;7;2;2;5;6;0;0;0;2;2;1;1;3;1;1
14;23;17;1;2;3;Deda 1;1;26,53;17;38;6;14;3;8;3;6;2;2;1;3;4;2;1;0;3;4;2;0
14;23;17;1;2;5;Drudi;1;25,19;10;22;4;9;0;2;4;7;2;2;1;7;8;0;0;1;5;2;0;0
14;23;17;1;2;5;Mineiro;1;14,07;1;2;0;0;0;0;0;0;1;2;0;0;0;1;0;0;5;1;2;0
14;23;17;1;2;2;Betinho;1;13,04;8;10;2;3;0;0;2;3;4;4;0;0;0;0;0;0;5;3;1;0
14;23;17;1;2;5;Renan 1;1;9,55;0;2;0;1;0;0;0;1;0;0;0;3;3;0;0;0;4;0;0;0
14;23;17;1;2;3;Gustavo 1;1;5,04;2;4;1;2;0;0;1;2;0;0;1;0;1;0;0;0;1;0;0;0
14;23;17;1;2;6;Gabriel;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;23;17;1;2;6;Matheus;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;23;17;1;2;6;Paulo Felipe;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;23;17;1;2;0;1;1;;89;154;28;52;13;26;15;26;20;24;5;22;27;18;7;2;26;19;11;1
14;17;3;1;1;5;Gerson;1;30,36;9;20;4;9;0;0;4;9;1;2;4;2;6;0;0;0;1;2;2;0
14;17;3;1;1;3;Shamell;1;27,57;16;38;5;13;2;6;3;7;4;6;0;6;6;3;3;1;2;4;2;0
14;17;3;1;1;5;Paulao Prestes;1;27,43;8;22;3;10;0;0;3;10;2;2;2;5;7;0;0;1;2;2;2;0
14;17;3;1;1;1;Elinho;1;27,34;6;24;2;9;1;4;1;5;1;2;1;1;2;4;0;0;2;3;1;0
14;17;3;1;1;1;Xande;1;16,34;7;18;3;7;1;4;2;3;0;0;0;0;0;3;0;0;2;0;3;0
14;17;3;1;1;3;Jimmy;1;16,31;7;10;3;4;1;2;2;2;0;0;2;2;4;1;0;0;2;1;1;0
14;17;3;1;1;4;Tyrone;1;16,04;5;19;2;7;1;5;1;2;0;0;1;2;3;1;0;0;1;0;0;0
14;17;3;1;1;5;Wagner;1;13,34;5;9;1;3;0;0;1;3;3;3;2;2;4;0;0;0;4;2;1;0
14;17;3;1;1;3;Filipin;1;13,07;10;17;3;5;1;2;2;3;3;5;1;0;1;0;0;0;2;3;0;0
14;17;3;1;1;4;Thomas Gehrke;1;7,37;7;9;1;2;1;1;0;1;4;4;1;1;2;0;0;0;2;3;2;0
14;17;3;1;1;1;Lersch;1;2,4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
14;17;3;1;1;6;Evander;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;17;3;1;1;0;1;1;;80;186;27;69;8;24;19;45;18;24;15;21;36;13;12;2;20;20;14;0
14;3;17;1;2;4;Jefferson W,;1;29,31;19;39;7;14;5;11;2;3;0;0;4;6;10;2;2;0;2;0;0;0
14;3;17;1;2;1;Larry;1;28,22;15;30;4;10;1;4;3;6;6;6;0;4;4;3;1;0;0;3;1;0
14;3;17;1;2;5;Hettsheimeir;1;27,13;11;28;4;10;2;7;2;3;1;1;1;5;6;2;2;0;2;2;1;0
14;3;17;1;2;3;Alex Garcia;1;25,43;9;17;3;6;1;2;2;4;2;3;2;5;7;7;1;1;4;2;3;0
14;3;17;1;2;1;R, Fischer;1;23,31;13;18;5;7;3;4;2;3;0;0;1;1;2;5;1;0;3;1;2;0
14;3;17;1;2;2;Robert Day;1;21,53;19;28;7;10;5;8;2;2;0;0;1;1;2;1;1;0;3;3;1;0
14;3;17;1;2;5;Murilo 1;1;17,45;6;11;2;3;0;1;2;2;2;4;1;0;1;2;1;0;3;5;4;0
14;3;17;1;2;3;Gui Deodato;1;16,04;1;7;0;2;0;1;0;1;1;2;0;1;1;3;0;0;2;4;2;0
14;3;17;1;2;5;Mathias;1;7,16;6;8;3;4;0;0;3;4;0;0;0;0;0;0;0;0;3;0;0;0
14;3;17;1;2;1;Carioca;1;2,35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
14;3;17;1;2;6;Gabriel;1;0,01;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
14;3;17;1;2;6;Vezaro;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;3;17;1;2;0;1;1;;99;186;35;66;17;38;18;28;12;16;12;24;36;25;10;1;22;20;16;0
14;17;8;1;1;3;Shamell;1;30,31;23;41;6;13;2;5;4;8;9;10;1;4;5;0;0;0;4;7;1;0
14;17;8;1;1;5;Paulao Prestes;1;25,49;15;19;7;9;0;0;7;9;1;1;7;5;12;0;0;1;3;4;1;0
14;17;8;1;1;1;Elinho;1;25,45;5;18;1;6;1;4;0;2;2;2;0;3;3;7;2;0;2;2;3;0
14;17;8;1;1;3;Filipin;1;23,13;13;37;3;12;2;6;1;6;5;7;1;0;1;1;0;0;3;3;0;0
14;17;8;1;1;5;Gerson;1;23,13;8;12;3;5;0;0;3;5;2;2;3;3;6;0;1;3;3;1;4;0
14;17;8;1;1;1;Xande;1;17,22;6;17;2;7;2;3;0;4;0;0;1;0;1;1;1;0;2;1;3;0
14;17;8;1;1;4;Tyrone;1;16,47;4;6;2;3;0;0;2;3;0;0;2;3;5;1;3;2;4;1;3;0
14;17;8;1;1;3;Jimmy;1;14,4;2;11;1;4;0;3;1;1;0;0;2;0;2;1;1;0;1;0;2;0
14;17;8;1;1;4;Thomas Gehrke;1;13,41;4;4;1;1;0;0;1;1;2;2;0;0;0;1;0;1;3;2;0;0
14;17;8;1;1;5;Wagner;1;8,31;0;4;0;2;0;0;0;2;0;0;0;1;1;0;0;0;0;1;1;0
14;17;8;1;1;1;Lersch;1;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;17;8;1;1;6;Evander;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;17;8;1;1;0;1;1;;80;169;26;62;7;21;19;41;21;24;19;19;38;12;9;7;25;22;18;0
14;8;17;1;2;3;Mata;1;37,49;17;28;5;9;4;5;1;4;3;5;3;6;9;2;2;1;3;4;3;0
14;8;17;1;2;1;Figueroa;1;37,1;2;16;0;5;0;4;0;1;2;2;1;2;3;10;2;0;4;4;3;0
14;8;17;1;2;3;Lao Meindl;1;36,52;24;36;9;13;3;4;6;9;3;6;0;3;3;4;2;0;2;4;1;0
14;8;17;1;2;5;Lucas Mariano;1;26,25;8;15;1;3;0;1;1;2;6;8;2;5;7;0;1;1;3;5;3;0
14;8;17;1;2;5;Coimbra;1;23,31;12;20;4;7;0;0;4;7;4;6;1;0;1;1;0;1;4;4;3;1
14;8;17;1;2;1;Helinho;1;19,55;5;13;2;5;1;3;1;2;0;0;0;1;1;1;1;0;4;1;1;0
14;8;17;1;2;1;Cobos;1;12,52;11;22;3;7;3;6;0;1;2;2;1;0;1;1;0;0;0;2;1;0
14;8;17;1;2;4;Antonio;1;2,49;3;5;1;2;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0
14;8;17;1;2;4;Joao Pedro;1;2,31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0
14;8;17;1;2;3;Tom;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;8;17;1;2;0;1;1;;82;155;25;51;12;24;13;27;20;29;9;17;26;19;10;3;23;24;16;1
14;17;13;1;1;3;Shamell;1;31,43;24;42;8;15;2;4;6;11;6;8;0;4;4;4;0;0;3;7;3;0
14;17;13;1;1;1;Elinho;1;27,2;13;33;4;11;3;7;1;4;2;4;1;2;3;2;1;0;2;3;2;0
14;17;13;1;1;4;Tyrone;1;25,52;10;18;4;8;2;2;2;6;0;0;2;1;3;4;3;0;3;1;3;0
14;17;13;1;1;5;Paulao Prestes;1;22,22;17;22;8;10;0;0;8;10;1;2;4;7;11;2;0;1;5;3;3;0
14;17;13;1;1;3;Jimmy;1;20,37;12;14;4;5;4;4;0;1;0;0;0;4;4;1;0;0;1;0;1;0
14;17;13;1;1;5;Wagner;1;18,55;8;15;4;7;0;1;4;6;0;0;4;3;7;0;0;0;4;0;1;0
14;17;13;1;1;5;Gerson;1;16,05;7;11;3;5;0;0;3;5;1;1;2;1;3;1;1;0;4;3;0;0
14;17;13;1;1;1;Xande;1;12,4;0;6;0;2;0;2;0;0;0;0;0;0;0;1;1;0;2;0;0;0
14;17;13;1;1;3;Filipin;1;12,22;5;10;2;4;1;2;1;2;0;0;0;0;0;1;2;0;2;1;1;0
14;17;13;1;1;4;Thomas Gehrke;1;12;2;4;1;2;0;0;1;2;0;0;0;0;0;0;1;0;3;0;0;0
14;17;13;1;1;6;Evander;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;17;13;1;1;1;Lersch;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;17;13;1;1;0;1;1;;98;175;38;69;12;22;26;47;10;15;14;23;37;16;11;1;29;18;14;0
14;13;17;1;2;3;David Jackson;1;37,27;9;27;2;9;1;5;1;4;4;4;0;4;4;4;2;0;1;6;2;0
14;13;17;1;2;1;Ronald Ramon;1;34,45;8;23;3;8;1;6;2;2;1;1;0;2;2;4;1;0;4;2;5;0
14;13;17;1;2;1;Nezinho;1;34,26;10;31;3;11;0;3;3;8;4;6;0;1;1;2;2;0;2;3;6;0
14;13;17;1;2;4;Rafael Mineiro;1;31,25;23;29;9;11;1;2;8;9;4;5;3;2;5;0;1;2;2;4;3;2
14;13;17;1;2;5;B, Fiorotto;1;22,45;16;17;6;6;0;0;6;6;4;5;3;4;7;3;2;2;3;4;1;0
14;13;17;1;2;4;Hayes;1;19,28;13;20;2;5;1;2;1;3;8;8;1;2;3;2;0;0;2;6;1;0
14;13;17;1;2;1;Deryk;1;8,38;3;9;1;3;1;3;0;0;0;0;1;1;2;1;0;0;2;0;0;0
14;13;17;1;2;3;Matheus Dalla;1;5,37;0;2;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;2;0;0
14;13;17;1;2;3;Teichmann;1;5,24;0;2;0;0;0;0;0;0;0;2;0;1;1;0;0;0;2;2;0;0
14;13;17;1;2;3;Higor;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;13;17;1;2;0;1;1;;82;160;26;54;5;21;21;33;25;31;9;19;28;17;10;4;19;29;18;2
14;17;21;1;1;3;Shamell;1;34,45;15;37;5;14;0;3;5;11;5;6;0;5;5;8;0;0;2;6;4;1
14;17;21;1;1;1;Elinho;1;28,15;6;18;2;7;0;2;2;5;2;2;0;0;0;3;1;0;1;4;2;0
14;17;21;1;1;4;Tyrone;1;26;27;33;9;10;4;5;5;5;5;8;1;4;5;3;1;1;5;5;4;1
14;17;21;1;1;5;Paulao Prestes;1;20;12;18;6;8;0;0;6;8;0;2;5;3;8;1;1;0;3;1;1;1
14;17;21;1;1;3;Filipin;1;19,4;11;14;4;5;3;4;1;1;0;0;0;1;1;2;1;0;4;0;1;0
14;17;21;1;1;5;Gerson;1;18,52;3;8;0;2;0;0;0;2;3;4;4;1;5;0;0;1;2;5;1;0
14;17;21;1;1;5;Wagner;1;18,14;0;2;0;1;0;0;0;1;0;0;2;3;5;0;2;0;1;1;1;0
14;17;21;1;1;3;Jimmy;1;17;11;19;4;7;3;5;1;2;0;0;1;2;3;0;0;0;0;0;0;0
14;17;21;1;1;1;Xande;1;11,45;5;13;2;5;1;3;1;2;0;0;0;0;0;2;1;0;1;1;0;0
14;17;21;1;1;4;Thomas Gehrke;1;5,26;3;3;1;1;1;1;0;0;0;0;0;0;0;1;1;0;3;0;0;0
14;17;21;1;1;6;Evander;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;17;21;1;1;1;Lersch;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;17;21;1;1;0;1;1;;93;165;33;60;12;23;21;37;15;22;14;20;34;20;9;2;22;23;14;3
14;21;17;1;2;1;Brown;1;34,56;10;23;4;9;0;1;4;8;2;4;1;1;2;2;0;0;3;4;3;0
14;21;17;1;2;1;Eric Tatu;1;34,5;7;10;2;3;1;2;1;1;2;2;0;2;2;5;1;0;2;2;3;0
14;21;17;1;2;4;Mosso;1;30,19;14;27;6;11;1;4;5;7;1;1;2;5;7;2;0;0;4;2;1;0
14;21;17;1;2;2;Duda Machado;1;28,17;22;37;5;10;3;6;2;4;9;11;1;3;4;4;1;0;2;9;2;0
14;21;17;1;2;5;Tischer;1;22,42;12;16;6;7;0;0;6;7;0;2;0;2;2;1;1;0;4;3;1;2
14;21;17;1;2;3;Caio Ranches;1;17,09;4;10;2;4;0;2;2;2;0;0;0;1;1;2;1;0;1;0;1;0
14;21;17;1;2;5;Estevam;1;17,08;6;12;3;6;0;0;3;6;0;0;0;0;0;1;0;0;1;0;0;1
14;21;17;1;2;4;Vinicius;1;8,04;0;6;0;2;0;2;0;0;0;0;0;0;0;1;1;0;2;1;0;0
