temporada;time;adversario;fase;cf;posicao;Jogador;frequencia ;Min;Pts C;Pts T;Arc;Art;3P C;3P T;2P C;2P T;LL C;LL T;O;D;RT;AS;BR;TO;FC;FR;ER;EN
11;25;7;1;2;3;Marcellus;1;35,58;10;18;4;8;2;2;2;6;0;0;0;3;3;0;3;0;4;1;2;0
11;25;7;1;2;6;Lima;1;28,36;11;28;4;11;3;6;1;5;0;0;1;2;3;2;2;0;4;1;1;0
11;25;7;1;2;5;Rodrigo Bahia;1;23,46;20;20;8;8;0;0;8;8;4;4;0;3;3;0;0;0;3;2;1;0
11;25;7;1;2;5;Hubner;1;12,22;0;7;0;3;0;1;0;2;0;0;0;2;2;0;1;1;4;0;0;0
11;25;7;1;2;5;J, Sobral;1;6,49;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;3;0;1;0
11;25;7;1;2;4;Diego 2;1;4,34;0;2;0;1;0;0;0;1;0;0;1;0;1;0;0;0;2;0;0;0
11;25;7;1;2;1;Ricardinho 1;1;4,01;0;3;0;1;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0
11;25;7;1;2;4;Olivia;1;3,5;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;2;0;0;0
11;25;7;1;2;5;Fernando Mineiro;1;3,43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
11;25;7;1;2;1;Gege;1;2,19;0;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;25;7;1;2;0;1;1;;71;148;23;56;6;14;17;42;19;22;6;19;25;8;8;1;26;16;10;1
11;7;10;1;1;3;Marcelinho;1;32,3;40;57;14;19;4;8;10;11;8;11;1;0;1;1;0;0;3;5;0;0
11;7;10;1;1;3;David Jackson;1;28,4;12;18;6;8;0;2;6;6;0;0;0;2;2;3;2;0;3;3;1;1
11;7;10;1;1;4;Kammerichs;1;28,4;6;24;3;12;0;0;3;12;0;0;1;9;10;6;0;1;2;2;1;0
11;7;10;1;1;5;C, Torres;1;25,4;14;18;6;8;0;0;6;8;2;2;1;6;7;0;0;0;3;2;1;0
11;7;10;1;1;2;Halio;1;21,46;4;6;2;3;0;0;2;3;0;0;0;1;1;0;1;0;0;0;2;0
11;7;10;1;1;1;Fred;1;18,13;7;7;3;3;1;1;2;2;0;0;0;0;0;3;1;0;2;0;1;0
11;7;10;1;1;2;Duda Machado;1;15,46;5;8;2;3;1;2;1;1;0;0;0;2;2;3;1;0;2;1;1;0
11;7;10;1;1;4;Hayes;1;11,19;5;13;2;4;0;1;2;3;1;4;0;1;1;1;1;0;2;3;1;0
11;7;10;1;1;5;atila Santos;1;7,31;1;4;0;1;0;0;0;1;1;2;1;2;3;0;0;1;2;1;1;0
11;7;10;1;1;5;Wagner;1;6,46;3;4;1;1;0;0;1;1;1;2;1;1;2;0;0;0;1;2;1;0
11;7;10;1;1;3;Guto;1;3,01;0;3;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
11;7;10;1;1;5;Alexandre 1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;7;10;1;1;0;1;1;;97;162;39;63;6;15;33;48;13;21;5;24;29;17;7;2;20;19;10;1
11;10;7;1;2;3;Audrei;1;30,1;17;37;7;14;1;5;6;9;2;4;1;2;3;0;2;2;3;3;3;0
11;10;7;1;2;1;Kojo;1;28,51;9;21;3;7;0;1;3;6;3;6;1;2;3;5;1;0;0;4;1;0
11;10;7;1;2;4;Bishop;1;26,37;14;32;7;15;0;2;7;13;0;0;2;4;6;0;0;0;1;2;1;0
11;10;7;1;2;2;Luiz Felipe;1;25,45;7;20;3;8;1;4;2;4;0;0;0;0;0;3;1;0;1;0;1;0
11;10;7;1;2;5;Shilton;1;19,55;6;10;2;4;0;0;2;4;2;2;2;4;6;0;0;0;4;3;0;0
11;10;7;1;2;5;Jerônimo;1;19,49;19;24;8;10;0;0;8;10;3;4;0;3;3;1;0;0;3;4;0;4
11;10;7;1;2;3;Andre 1;1;19,34;7;13;2;4;0;1;2;3;3;4;0;3;3;2;0;0;5;3;1;0
11;10;7;1;2;3;Durval;1;17,21;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;1;0
11;10;7;1;2;4;Maxwell;1;9,11;4;5;2;2;0;0;2;2;0;1;0;0;0;0;0;0;3;1;2;2
11;10;7;1;2;4;Renato Scholz;1;2,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
11;10;7;1;2;1;Romarinho;1;0,19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;10;7;1;2;5;Tiagao;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;10;7;1;2;0;1;1;;83;162;34;64;2;13;32;51;13;21;6;21;27;11;4;2;21;20;10;6
11;7;23;1;1;3;Marcelinho;1;36,04;27;36;9;12;6;9;3;3;3;3;0;4;4;6;1;1;5;8;3;0
11;7;23;1;1;3;David Jackson;1;34,02;4;18;2;8;0;2;2;6;0;0;1;2;3;2;1;0;1;0;3;0
11;7;23;1;1;4;Kammerichs;1;26,52;6;12;3;6;0;0;3;6;0;0;2;4;6;1;1;0;2;2;1;0
11;7;23;1;1;2;Halio;1;21,51;11;17;4;6;1;3;3;3;2;2;0;2;2;1;1;0;3;1;1;0
11;7;23;1;1;5;C, Torres;1;18,31;4;21;2;10;0;1;2;9;0;0;0;2;2;0;0;0;1;1;1;0
11;7;23;1;1;1;Fred;1;18,08;8;10;2;3;2;2;0;1;2;2;0;0;0;1;1;0;2;2;1;0
11;7;23;1;1;4;Hayes;1;15,19;9;13;3;5;1;1;2;4;2;2;0;2;2;1;0;0;2;1;2;0
11;7;23;1;1;2;Duda Machado;1;12,18;3;8;1;3;1;2;0;1;0;0;0;0;0;0;0;0;3;0;0;0
11;7;23;1;1;5;Wagner;1;8,36;4;6;2;2;0;0;2;2;0;2;2;0;2;0;0;0;1;1;1;0
11;7;23;1;1;5;atila Santos;1;7,41;3;12;1;5;0;0;1;5;1;2;1;1;2;0;1;1;1;2;1;0
11;7;23;1;1;3;Guto;1;0,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
11;7;23;1;1;5;Alexandre 1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;7;23;1;1;0;1;1;;79;153;29;60;11;20;18;40;10;13;6;17;23;12;6;2;22;18;14;0
11;23;7;1;2;1;Fulvio;1;35,49;15;29;5;10;3;7;2;3;2;2;0;4;4;4;4;0;3;4;3;0
11;23;7;1;2;5;Murilo 1;1;33,02;19;31;4;8;2;4;2;4;9;11;3;5;8;1;1;0;4;5;6;0
11;23;7;1;2;4;Jefferson W,;1;31,12;18;29;6;10;2;4;4;6;4;5;2;7;9;1;0;0;1;4;4;0
11;23;7;1;2;2;Laws;1;26,37;2;4;1;2;0;0;1;2;0;0;1;2;3;2;2;0;0;0;3;0
11;23;7;1;2;3;Deda 1;1;24,4;12;33;5;13;1;6;4;7;1;1;0;0;0;1;0;0;2;2;2;0
11;23;7;1;2;6;Matheus;1;17,17;0;7;0;3;0;1;0;2;0;0;0;2;2;1;1;0;2;3;0;0
11;23;7;1;2;3;Calvo;1;11,22;10;15;3;4;2;3;1;1;2;4;1;3;4;0;0;0;3;2;1;0
11;23;7;1;2;4;Chico;1;10,34;5;6;1;1;1;1;0;0;2;3;1;3;4;2;0;0;2;1;0;0
11;23;7;1;2;5;Paulao 1;1;5,01;0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
11;23;7;1;2;1;Ricardo F,;1;4,15;4;7;1;2;0;1;1;1;2;2;0;0;0;0;0;0;0;1;0;0
11;23;7;1;2;3;Jimmy;1;0,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;23;7;1;2;0;1;1;;85;163;26;54;11;27;15;27;22;28;8;26;34;12;8;0;18;22;19;0
11;7;16;1;1;3;Marcelinho;1;37,24;27;51;7;16;3;8;4;8;10;11;0;4;4;6;2;1;2;7;3;0
11;7;16;1;1;4;Kammerichs;1;34,47;7;12;3;5;0;0;3;5;1;2;1;10;11;4;0;1;3;2;2;0
11;7;16;1;1;5;C, Torres;1;26,55;19;25;9;12;0;0;9;12;1;1;1;1;2;5;0;1;0;1;2;1
11;7;16;1;1;3;David Jackson;1;26,51;16;24;4;7;3;4;1;3;5;6;1;0;1;3;1;1;0;4;0;0
11;7;16;1;1;2;Halio;1;25,45;17;21;7;8;2;2;5;6;1;3;1;3;4;1;3;0;3;2;0;0
11;7;16;1;1;2;Duda Machado;1;15,51;3;9;1;3;1;3;0;0;0;0;0;0;0;0;2;0;5;2;2;0
11;7;16;1;1;1;Fred;1;14,31;2;10;1;4;0;2;1;2;0;0;0;1;1;1;2;0;2;1;1;0
11;7;16;1;1;5;atila Santos;1;12,48;6;8;3;4;0;0;3;4;0;0;1;0;1;1;0;0;2;0;1;0
11;7;16;1;1;4;Hayes;1;3,16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0
11;7;16;1;1;5;Wagner;1;1,49;2;2;1;1;0;0;1;1;0;0;1;1;2;0;0;0;0;0;1;0
11;7;16;1;1;5;Alexandre 1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;7;16;1;1;3;Guto;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;7;16;1;1;0;1;1;;99;162;36;60;9;19;27;41;18;23;6;20;26;21;10;4;18;19;14;1
11;16;7;1;2;4;Leandro Silva;1;37,19;14;22;4;7;2;4;2;3;4;4;1;1;2;0;2;0;3;2;2;0
11;16;7;1;2;6;Luciano;1;36,49;22;42;7;15;1;4;6;11;7;8;0;4;4;1;1;0;1;5;1;0
11;16;7;1;2;2;Caue Borges;1;35,07;21;30;6;10;1;2;5;8;8;8;1;3;4;7;1;0;3;4;2;0
11;16;7;1;2;3;Bruno Irigoyen;1;27,49;10;21;4;8;2;5;2;3;0;0;0;6;6;2;0;0;4;0;2;0
11;16;7;1;2;5;Felicio;1;19,22;9;13;4;6;0;0;4;6;1;1;4;2;6;0;0;2;4;1;1;1
11;16;7;1;2;2;Caue Borges;1;13,07;2;11;0;4;0;1;0;3;2;2;0;0;0;2;1;0;1;2;1;0
11;16;7;1;2;4;Guilherme 1;1;11,18;6;12;3;6;0;0;3;6;0;0;0;0;0;0;0;1;4;0;0;0
11;16;7;1;2;4;Jordan;1;10,22;1;6;0;2;0;0;0;2;1;2;0;1;1;1;1;0;0;2;0;0
11;16;7;1;2;4;Rodrigo Silva;1;4,4;4;7;2;3;0;0;2;3;0;1;1;0;1;0;0;0;0;2;1;0
11;16;7;1;2;1;Otavio;1;4,03;0;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
11;16;7;1;2;6;Tobias;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;16;7;1;2;0;1;1;;89;167;30;62;6;17;24;45;23;26;7;17;24;13;6;3;21;18;10;1
11;7;13;1;1;3;David Jackson;1;44,16;21;41;7;14;2;7;5;7;5;6;0;2;2;2;0;1;1;5;1;1
11;7;13;1;1;4;Kammerichs;1;39,5;9;21;2;6;0;1;2;5;5;8;3;10;13;2;0;2;5;4;2;0
11;7;13;1;1;2;Duda Machado;1;35,46;24;27;8;9;4;5;4;4;4;4;0;2;2;1;3;0;2;3;4;0
11;7;13;1;1;2;Halio;1;27,02;9;15;3;4;2;2;1;2;1;5;2;1;3;1;0;0;1;3;0;0
11;7;13;1;1;1;Fred;1;23,47;4;11;1;4;0;1;1;3;2;2;1;0;1;0;0;0;3;1;2;0
11;7;13;1;1;4;Teichmann;1;15,06;12;14;5;5;0;0;5;5;2;4;1;1;2;0;0;0;3;3;0;0
11;7;13;1;1;4;Hayes;1;13,49;5;17;0;5;0;1;0;4;5;6;0;0;0;0;0;0;4;5;0;0
11;7;13;1;1;5;C, Torres;1;13,13;6;14;3;7;0;0;3;7;0;0;4;2;6;0;0;1;3;0;1;0
11;7;13;1;1;5;atila Santos;1;12,06;7;13;2;4;0;0;2;4;3;5;2;2;4;0;0;0;2;3;1;0
11;7;13;1;1;5;Alexandre 1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;7;13;1;1;3;Guto;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;7;13;1;1;5;Wagner;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;7;13;1;1;0;1;1;;97;173;31;58;8;17;23;41;27;40;13;20;33;6;3;4;24;27;11;1
11;13;7;1;2;3;Rogerio 1;1;34,55;6;18;1;5;1;4;0;1;3;4;0;2;2;2;2;1;4;3;3;0
11;13;7;1;2;2;Benite;1;31,22;20;31;7;12;4;5;3;7;2;2;0;1;1;0;2;0;5;1;1;0
11;13;7;1;2;3;Diego 1;1;29,27;24;32;10;13;2;4;8;9;2;2;0;5;5;1;2;0;3;2;0;0
11;13;7;1;2;2;Neto;1;27,1;6;21;2;7;1;5;1;2;1;2;0;2;2;4;0;0;3;2;2;0
11;13;7;1;2;1;Eric Tatu;1;21,25;20;35;6;12;0;2;6;10;8;9;0;0;0;2;0;0;2;9;1;0
11;13;7;1;2;3;Rodrigo Biro;1;19,31;5;7;2;3;1;1;1;2;0;0;1;2;3;3;0;0;2;0;0;0
11;13;7;1;2;5;Toyloy;1;19,27;8;11;2;3;0;0;2;3;4;5;0;2;2;0;0;0;2;3;1;0
11;13;7;1;2;5;Daniel Alemao;1;17,46;4;9;2;4;0;0;2;4;0;1;1;3;4;0;0;0;3;1;0;0
11;13;7;1;2;5;Andra Bambu;1;15,43;1;8;0;2;0;2;0;0;1;2;0;1;1;1;1;0;2;2;1;0
11;13;7;1;2;3;Jhonatan;1;8,07;2;5;1;2;0;1;1;1;0;0;0;0;0;0;0;0;4;0;0;0
11;13;7;1;2;1;Deryk;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;13;7;1;2;0;1;1;;96;177;33;63;9;24;24;39;21;27;2;18;20;13;7;1;30;23;9;0
11;7;1;1;1;3;David Jackson;1;38,25;36;38;12;13;2;2;10;11;10;10;2;3;5;2;2;0;1;9;2;0
11;7;1;1;1;4;Kammerichs;1;36,02;4;14;2;7;0;0;2;7;0;0;2;10;12;3;1;0;3;1;1;0
11;7;1;1;1;2;Duda Machado;1;30;12;29;4;10;1;6;3;4;3;3;0;6;6;2;1;0;2;3;3;0
11;7;1;1;1;1;Fred;1;24,01;6;20;2;7;2;6;0;1;0;0;0;0;0;1;1;0;3;1;2;0
11;7;1;1;1;5;C, Torres;1;20,34;9;16;4;7;0;0;4;7;1;2;2;4;6;0;1;1;1;1;0;0
11;7;1;1;1;2;Halio;1;20,17;1;11;0;3;0;3;0;0;1;2;0;1;1;1;0;0;2;1;1;0
11;7;1;1;1;4;Teichmann;1;12,45;9;13;3;4;0;0;3;4;3;5;1;2;3;0;1;0;1;3;0;0
11;7;1;1;1;4;Hayes;1;11,11;2;6;0;1;0;0;0;1;2;4;0;3;3;0;0;0;3;3;0;0
11;7;1;1;1;5;atila Santos;1;6,4;2;6;1;3;0;0;1;3;0;0;0;0;0;0;1;0;1;0;1;1
11;7;1;1;1;5;Alexandre 1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;7;1;1;1;5;Wagner;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;7;1;1;1;0;1;1;;81;153;28;55;5;17;23;38;20;26;7;29;36;9;8;1;17;22;10;1
11;1;7;1;2;1;Thiaguinho 3;1;29,28;10;25;2;8;0;2;2;6;6;7;0;2;2;1;1;0;2;4;2;0
11;1;7;1;2;3;Edu Mariano;1;26,57;18;21;7;8;4;4;3;4;0;1;0;2;2;3;0;1;3;2;1;0
11;1;7;1;2;6;Felipe Gustavo;1;25,37;2;16;1;7;0;2;1;5;0;0;2;1;3;1;2;0;1;1;2;0
11;1;7;1;2;5;Deivisson;1;24,28;8;16;4;7;0;1;4;6;0;1;1;5;6;0;0;0;5;1;2;0
11;1;7;1;2;4;Ricardo Azevedo;1;24,04;4;18;1;7;0;2;1;5;2;2;0;4;4;2;1;0;1;2;2;0
11;1;7;1;2;2;Luisinho;1;22,58;8;17;2;6;2;3;0;3;2;2;0;2;2;1;2;0;4;1;2;0
11;1;7;1;2;6;R, Stabile;1;17,34;11;14;3;4;2;3;1;1;3;3;0;1;1;1;0;0;1;3;1;0
11;1;7;1;2;1;Zezinho;1;14,22;2;12;1;4;0;3;1;1;0;1;0;3;3;0;1;0;3;1;1;0
11;1;7;1;2;5;Daniel Fila;1;13,07;2;2;1;1;0;0;1;1;0;0;0;1;1;0;0;0;2;2;1;0
11;1;7;1;2;4;Mingau;1;0,46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;1;7;1;2;6;Chandler;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;1;7;1;2;0;1;1;;65;141;22;52;8;20;14;32;13;17;3;21;24;9;7;1;22;17;14;0
11;7;26;3;1;3;Marcelinho;1;36,31;11;36;3;13;1;6;2;7;4;4;0;2;2;4;4;0;3;3;2;0
11;7;26;3;1;3;David Jackson;1;32,47;24;34;7;12;4;4;3;8;6;6;1;2;3;2;1;0;1;7;1;0
11;7;26;3;1;4;Kammerichs;1;31,58;6;12;3;6;0;0;3;6;0;0;2;9;11;0;0;2;4;3;0;0
11;7;26;3;1;2;Halio;1;25,31;7;21;3;9;1;3;2;6;0;0;1;4;5;5;1;0;3;0;2;0
11;7;26;3;1;5;C, Torres;1;17,55;9;17;4;7;0;0;4;7;1;3;0;2;2;1;1;0;3;2;0;0
11;7;26;3;1;4;Teichmann;1;16,52;4;10;2;4;0;0;2;4;0;2;0;4;4;0;1;1;3;1;0;0
11;7;26;3;1;1;Fred;1;14,28;0;4;0;1;0;0;0;1;0;2;0;0;0;1;0;0;2;1;1;0
11;7;26;3;1;4;Hayes;1;11,08;3;11;1;4;0;1;1;3;1;2;0;0;0;1;0;1;2;1;1;0
11;7;26;3;1;2;Duda Machado;1;7,11;4;7;2;3;0;1;2;2;0;0;0;1;1;1;1;0;0;0;1;0
11;7;26;3;1;5;Wagner;1;5,33;2;4;1;2;0;0;1;2;0;0;2;0;2;0;0;0;0;1;0;0
11;7;26;3;1;5;atila Santos;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;7;26;3;1;0;1;1;;70;156;26;61;6;15;20;46;12;19;6;24;30;15;9;4;21;19;8;0
11;26;7;3;2;3;Robert Day;1;40;13;39;4;14;3;9;1;5;2;2;1;5;6;5;1;0;4;4;3;0
11;26;7;3;2;2;Robby Collum;1;36,58;7;21;3;8;1;5;2;3;0;0;1;3;4;5;1;0;2;2;1;0
11;26;7;3;2;1;Valtinho;1;35,35;18;30;7;12;2;4;5;8;2;2;0;4;4;4;0;0;3;3;3;0
11;26;7;3;2;5;Cipolini;1;28,49;9;18;1;5;0;0;1;5;7;8;3;6;9;0;2;1;4;6;4;0
11;26;7;3;2;5;Lao Waszkiewicz;1;20,32;4;15;1;6;0;0;1;6;2;3;2;4;6;0;1;3;1;3;1;0
11;26;7;3;2;4;Gruber;1;13,55;3;9;1;4;1;1;0;3;0;0;1;1;2;0;0;0;1;0;0;0
11;26;7;3;2;5;Brasília;1;12,49;9;13;3;5;0;0;3;5;3;3;0;2;2;0;0;1;1;3;1;0
11;26;7;3;2;4;Soro;1;4,52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
11;26;7;3;2;5;Estevam;1;3,52;0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
11;26;7;3;2;1;Coelho;1;2,32;0;3;0;1;0;1;0;0;0;0;0;1;1;0;0;0;2;0;1;0
11;26;7;3;2;6;Dida;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;26;7;3;2;0;1;1;;63;150;20;56;7;20;13;36;16;18;8;26;34;14;5;6;19;21;14;0
11;7;26;3;1;3;David Jackson;1;34,09;2;12;1;5;0;2;1;3;0;0;2;3;5;0;1;0;0;5;0;0
11;7;26;3;1;3;Marcelinho;1;33,13;11;42;5;16;1;10;4;6;0;0;1;2;3;3;0;0;4;1;1;0
11;7;26;3;1;2;Halio;1;29,1;6;17;2;6;2;5;0;1;0;0;1;1;2;0;1;0;2;0;0;0
11;7;26;3;1;4;Kammerichs;1;22,25;10;22;4;10;0;0;4;10;2;2;2;1;3;1;0;1;3;2;0;0
11;7;26;3;1;4;Teichmann;1;20,58;4;10;2;5;0;0;2;5;0;0;3;1;4;3;0;0;2;0;3;0
11;7;26;3;1;5;C, Torres;1;20,34;9;19;3;8;0;0;3;8;3;3;3;1;4;1;0;0;4;3;3;0
11;7;26;3;1;2;Duda Machado;1;16,08;9;24;3;9;2;4;1;5;1;2;0;1;1;0;0;0;1;1;0;0
11;7;26;3;1;1;Fred;1;10,49;0;5;0;2;0;1;0;1;0;0;0;0;0;0;1;0;3;1;1;0
11;7;26;3;1;4;Hayes;1;9,03;7;8;2;2;0;0;2;2;3;4;0;2;2;0;0;0;1;3;0;0
11;7;26;3;1;5;Wagner;1;3,27;2;2;1;1;0;0;1;1;0;0;0;2;2;0;0;0;2;1;0;0
11;7;26;3;1;5;Alexandre 1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;7;26;3;1;5;atila Santos;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;7;26;3;1;0;1;1;;60;161;23;64;5;22;18;42;9;11;12;14;26;8;3;1;22;17;8;0
11;26;7;3;2;2;Robby Collum;1;39,13;25;50;9;18;1;8;8;10;6;6;0;6;6;2;2;1;3;3;0;0
11;26;7;3;2;1;Valtinho;1;37,47;11;24;3;8;1;4;2;4;4;4;2;2;4;4;1;0;2;4;4;0
11;26;7;3;2;3;Robert Day;1;32,55;15;24;6;9;3;4;3;5;0;2;2;5;7;2;1;0;4;2;4;0
11;26;7;3;2;5;Cipolini;1;31,37;12;16;3;5;0;0;3;5;6;6;3;5;8;2;0;1;0;6;1;1
11;26;7;3;2;5;Lao Waszkiewicz;1;21,08;3;7;1;3;0;0;1;3;1;1;0;2;2;0;0;1;4;1;0;0
11;26;7;3;2;5;Brasília;1;16,4;5;13;2;6;0;0;2;6;1;1;2;3;5;1;0;0;1;2;1;0
11;26;7;3;2;4;Gruber;1;9,01;2;6;0;2;0;0;0;2;2;2;0;2;2;0;2;0;3;2;0;0
11;26;7;3;2;4;Soro;1;7,5;4;4;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;2;0;0
11;26;7;3;2;1;Coelho;1;2,12;0;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;26;7;3;2;5;Estevam;1;1,31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;26;7;3;2;6;Dida;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;26;7;3;2;0;1;1;;77;147;24;52;5;17;19;35;24;26;9;25;34;11;6;3;17;22;10;1
11;7;26;3;1;3;David Jackson;1;37,04;19;27;8;11;2;3;6;8;1;2;0;2;2;1;0;0;2;4;1;0
11;7;26;3;1;2;Halio;1;37,04;9;24;3;8;1;5;2;3;2;3;1;3;4;5;0;0;2;3;1;0
11;7;26;3;1;3;Marcelinho;1;36,17;17;45;7;18;2;6;5;12;1;3;1;6;7;2;1;0;3;4;0;0
11;7;26;3;1;4;Kammerichs;1;29,47;6;15;3;7;0;1;3;6;0;0;2;6;8;1;0;1;2;0;1;0
11;7;26;3;1;5;C, Torres;1;28,17;22;27;10;12;0;1;10;11;2;2;2;7;9;0;0;0;3;1;1;1
11;7;26;3;1;4;Hayes;1;10,22;4;4;2;2;0;0;2;2;0;0;0;2;2;2;1;1;4;0;0;0
11;7;26;3;1;5;Wagner;1;7,28;0;2;0;1;0;0;0;1;0;0;0;2;2;0;0;0;1;1;0;0
11;7;26;3;1;2;Duda Machado;1;6,43;0;3;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0
11;7;26;3;1;4;Teichmann;1;3,57;0;2;0;1;0;0;0;1;0;0;0;1;1;0;0;0;2;0;2;0
11;7;26;3;1;1;Fred;1;2,55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
11;7;26;3;1;5;Alexandre 1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;7;26;3;1;5;atila Santos;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;7;26;3;1;0;1;1;;77;149;33;61;5;17;28;44;6;10;6;29;35;12;2;2;20;13;8;1
11;26;7;3;2;1;Valtinho;1;39,07;11;29;5;13;1;3;4;10;0;0;0;6;6;4;0;0;1;2;0;0
11;26;7;3;2;2;Robby Collum;1;38,19;12;31;4;10;2;7;2;3;2;4;0;3;3;3;3;0;4;5;1;0
11;26;7;3;2;5;Cipolini;1;36,4;12;22;5;10;0;0;5;10;2;2;1;6;7;0;0;0;3;1;0;1
11;26;7;3;2;3;Robert Day;1;27,57;17;32;4;9;3;7;1;2;6;7;1;4;5;2;0;0;3;6;3;0
11;26;7;3;2;5;Lao Waszkiewicz;1;18,02;4;10;1;4;0;0;1;4;2;2;0;0;0;0;0;0;3;2;1;1
11;26;7;3;2;5;Brasília;1;15,43;0;6;0;3;0;0;0;3;0;0;1;2;3;2;0;0;1;2;0;0
11;26;7;3;2;4;Soro;1;13,34;4;6;2;3;0;0;2;3;0;0;0;1;1;0;1;0;0;1;3;0
11;26;7;3;2;5;Estevam;1;4,54;2;2;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1
11;26;7;3;2;4;Gruber;1;4,46;0;3;0;1;0;1;0;0;0;0;0;0;0;0;1;0;2;1;1;0
11;26;7;3;2;1;Coelho;1;0,52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;26;7;3;2;1;Carioca;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;26;7;3;2;6;Dida;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;26;7;3;2;0;1;1;;62;141;22;54;6;18;16;36;12;15;3;22;25;11;5;0;17;20;9;3
11;7;23;4;1;3;David Jackson;1;37,58;17;25;5;8;2;3;3;5;5;6;1;8;9;3;0;0;2;5;1;0
11;7;23;4;1;3;Marcelinho;1;36,55;14;36;4;12;2;7;2;5;4;5;0;1;1;4;1;0;2;4;1;0
11;7;23;4;1;4;Kammerichs;1;35,31;12;16;4;6;1;1;3;5;3;3;1;7;8;0;0;0;2;2;2;0
11;7;23;4;1;2;Halio;1;23,17;9;11;2;3;1;1;1;2;4;4;0;2;2;0;0;0;2;2;0;0
11;7;23;4;1;5;C, Torres;1;22,01;14;22;5;9;1;1;4;8;3;3;2;6;8;0;0;0;1;3;3;0
11;7;23;4;1;4;Hayes;1;16,49;9;14;4;6;1;2;3;4;0;0;2;2;4;0;0;1;3;0;3;2
11;7;23;4;1;1;Fred;1;16,42;9;16;2;5;1;2;1;3;4;4;0;0;0;0;0;0;1;2;1;0
11;7;23;4;1;5;Wagner;1;5,24;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;0;0
