,Unnamed: 0,Ponto,diferenca_placar_casa,Quarto,Indicador,Nome,Tempo
355,355,,,4,MISS Marjanovic Free Throw 2 of 2,DAL,2386
356,356,,,4,Kabengele REBOUND (Off:0 Def:2),LAC,2388
357,357,,,4,MISS Oturu 27' 3PT Jump Shot,LAC,2400
358,358,,,4,Green REBOUND (Off:0 Def:2),DAL,2406
359,359,114 - 63,-51,4,Green 2' Running Dunk (4 PTS),DAL,2408
360,360,,,4,MISS Kennard 24' 3PT Jump Shot,LAC,2426
361,361,,,4,Johnson REBOUND (Off:0 Def:4),DAL,2428
362,362,116 - 63,-53,4,Iwundu 2' Running Layup (4 PTS) (Johnson 3 AST),DAL,2433
363,363,,,4,CLIPPERS Timeout: Regular (Full 5 Short 0),LAC,2436
364,364,,,4,SUB: Jackson FOR Kennard,LAC,2436
365,365,,,4,MISS Coffey 16' Pullup Jump Shot,LAC,2450
366,366,,,4,Terry REBOUND (Off:0 Def:1),DAL,2453
367,367,,,4,MISS Green 2' Driving Layup,DAL,2468
368,368,,,4,Oturu REBOUND (Off:0 Def:1),LAC,2470
369,369,,,4,Terry STEAL (1 STL)Oturu Bad Pass Turnover (P1.T12),LAC,2472
370,370,118 - 63,-55,4,Iwundu 3' Running Layup (6 PTS) (Green 2 AST),DAL,2477
371,371,,,4,MISS Oturu 4' Floating Jump Shot,LAC,2491
372,372,,,4,Marjanovic REBOUND (Off:1 Def:1),DAL,2493
373,373,120 - 63,-57,4,Marjanovic 16' Turnaround Jump Shot (2 PTS),DAL,2515
374,374,120 - 66,-54,4,Jackson 28' 3PT Jump Shot (8 PTS) (Mann 1 AST),LAC,2539
375,375,,,4,MISS Terry 29' 3PT Jump Shot,DAL,2556
376,376,,,4,Johnson REBOUND (Off:1 Def:4),DAL,2559
377,377,,,4,MISS Marjanovic 27' 3PT Jump Shot,DAL,2560
378,378,,,4,Jackson REBOUND (Off:0 Def:2),LAC,2564
379,379,120 - 68,-52,4,Oturu 3' Jump Shot (4 PTS) (Coffey 2 AST),LAC,2583
380,380,,,4,MISS Johnson 2' Driving Reverse Layup,DAL,2595
381,381,,,4,CLIPPERS Rebound,LAC,2595
382,382,,,4,Mavericks Violation: Delay of game Violation,DAL,2595
383,383,120 - 71,-49,4,Kabengele 27' 3PT Jump Shot (3 PTS) (Mann 2 AST),LAC,2614
384,384,,,4,MISS Terry 11' Floating Jump Shot,DAL,2634
385,385,,,4,Oturu REBOUND (Off:0 Def:2),LAC,2636
386,386,,,4,MISS Coffey 25' 3PT Jump Shot,LAC,2643
387,387,,,4,Johnson REBOUND (Off:1 Def:5),DAL,2647
388,388,,,4,MISS Johnson 25' 3PT Jump Shot,DAL,2659
389,389,,,4,Jackson REBOUND (Off:0 Def:3),LAC,2662
390,390,,,4,Iwundu P.FOUL (P1.T1) (D.Collins),DAL,2666
391,391,,,4,MISS Mann 11' Pullup Jump Shot,LAC,2679
392,392,,,4,Marjanovic REBOUND (Off:1 Def:2),DAL,2681
393,393,,,4,MISS Iwundu 3' LayupOturu BLOCK (1 BLK),LAC,2691
394,394,,,4,Johnson REBOUND (Off:2 Def:5),DAL,2694
395,395,,,4,MISS Green 23' Jump Shot,DAL,2697
396,396,,,4,Mann REBOUND (Off:0 Def:2),LAC,2700
397,397,,,4,MISS Jackson  3PT Jump Shot,LAC,2722
398,398,,,4,CLIPPERS Rebound,LAC,2724
399,399,,,4,CLIPPERS Timeout: Regular (Full 6 Short 0),LAC,2724
400,400,,,4,MISS Coffey 2' Reverse Layup,LAC,2733
401,401,,,4,Johnson REBOUND (Off:2 Def:6),DAL,2735
402,402,,,4,Marjanovic Lost Ball Turnover (P1.T8)Kabengele STEAL (1 STL),LAC,2755
403,403,,,4,Terry S.FOUL (P1.T2) (N.Green),DAL,2760
404,404,120 - 72,-48,4,Kabengele Free Throw 1 of 2 (4 PTS),LAC,2760
405,405,120 - 73,-47,4,Kabengele Free Throw 2 of 2 (5 PTS),LAC,2760
406,406,,,4,Oturu S.FOUL (P2.T4) (N.Green),LAC,2777
407,407,121 - 73,-48,4,Johnson Free Throw 1 of 2 (4 PTS),DAL,2777
408,408,122 - 73,-49,4,Johnson Free Throw 2 of 2 (5 PTS),DAL,2777
409,409,,,4,MISS Mann 3' Layup,LAC,2793
410,410,,,4,Marjanovic REBOUND (Off:1 Def:3),DAL,2796
411,411,,,4,MISS Iwundu 24' 3PT Jump Shot,DAL,2813
412,412,,,4,Marjanovic REBOUND (Off:2 Def:3),DAL,2813
413,413,124 - 73,-51,4,Marjanovic  Putback Dunk (4 PTS),DAL,2813
414,414,,,4,Iwundu STEAL (1 STL)Jackson Bad Pass Turnover (P2.T13),LAC,2833
415,415,,,4,MISS Marjanovic 26' 3PT Jump Shot,DAL,2849
416,416,,,4,Mann REBOUND (Off:0 Def:3),LAC,2852
417,417,,,4,Johnson STEAL (2 STL)Mann Bad Pass Turnover (P1.T14),LAC,2861
418,418,124 - 73,-51,4,,DAL,2880
