,Tempo,Ponto,diferenca_placar_casa,Quarto,Indicador,Nome
361,11:29,111 - 104,-7,4,Bertans 28' 3PT Jump Shot (11 PTS) (Wagner 1 AST),WAS
362,11:09,113 - 104,-9,4,Harris 1' Driving Reverse Layup (24 PTS) (Green 1 AST),BKN
363,10:48,113 - 106,-7,4,Westbrook 7' Driving Finger Roll Layup (28 PTS),WAS
364,10:36,,,4,Avdija P.FOUL (P1.T1) (J.Goble),WAS
365,10:33,,,4,MISS Shamet 25' 3PT Jump Shot,BKN
366,10:29,,,4,Mathews REBOUND (Off:0 Def:2),WAS
367,10:21,,,4,MISS Westbrook 10' Pullup Jump Shot,WAS
368,10:19,,,4,Green REBOUND (Off:1 Def:4),BKN
369,10:14,115 - 106,-9,4,Green 4' Driving Layup (20 PTS),BKN
370,10:12,,,4,WIZARDS Timeout: Regular (Full 6 Short 0),WAS
371,10:12,,,4,SUB: Beal FOR Mathews,WAS
372,10:00,,,4,Green S.FOUL (P3.T1) (J.Goble),BKN
373,10:00,115 - 107,-8,4,Westbrook Free Throw 1 of 2 (29 PTS),WAS
374,10:00,115 - 108,-7,4,Westbrook Free Throw 2 of 2 (30 PTS),WAS
375,9:46,,,4,MISS Brown 4' Layup,BKN
376,9:45,,,4,Westbrook REBOUND (Off:3 Def:4),WAS
377,9:38,,,4,Brown S.FOUL (P3.T2) (G.Petraitis),BKN
378,9:38,,,4,,BKN
379,9:38,115 - 109,-6,4,Westbrook Free Throw 1 of 2 (31 PTS),WAS
380,9:38,,,4,MISS Westbrook Free Throw 2 of 2,WAS
381,9:35,,,4,Luwawu-Cabarrot REBOUND (Off:0 Def:3),BKN
382,9:21,118 - 109,-9,4,Harris 26' 3PT Jump Shot (27 PTS) (Green 2 AST),BKN
383,9:09,118 - 111,-7,4,Beal 2' Driving Layup (17 PTS),WAS
384,8:52,,,4,Wagner S.FOUL (P3.T2) (G.Petraitis),WAS
385,8:52,119 - 111,-8,4,Green Free Throw 1 of 2 (21 PTS),BKN
386,8:52,,,4,SUB: Smith FOR Westbrook,WAS
387,8:52,,,4,SUB: Irving FOR Luwawu-Cabarrot,BKN
388,8:52,,,4,SUB: Durant FOR Harris,BKN
389,8:52,120 - 111,-9,4,Green Free Throw 2 of 2 (22 PTS),BKN
390,8:41,120 - 113,-7,4,Beal 17' Fadeaway Jumper (19 PTS),WAS
391,8:25,,,4,Irving Lost Ball Turnover (P3.T16)Wagner STEAL (2 STL),WAS
392,8:21,,,4,Durant S.FOUL (P3.T3) (G.Petraitis),BKN
393,8:21,,,4,Nets Timeout: Regular (Reg.3 Short 0),BKN
394,8:21,120 - 113,-7,4,,BKN
395,8:21,120 - 114,-6,4,Wagner Free Throw 1 of 2 (17 PTS),WAS
396,8:21,,,4,MISS Wagner Free Throw 2 of 2,WAS
397,8:18,,,4,Irving REBOUND (Off:1 Def:3),BKN
398,8:03,,,4,MISS Green 6' Cutting Layup Shot,BKN
399,8:02,,,4,Wagner REBOUND (Off:1 Def:4),WAS
400,7:52,,,4,MISS Avdija  3PT Jump Shot,WAS
401,7:49,,,4,Durant REBOUND (Off:0 Def:6),BKN
402,7:39,,,4,MISS Shamet 26' 3PT Jump Shot,BKN
403,7:38,,,4,WIZARDS Rebound,WAS
404,7:38,,,4,SUB: Hachimura FOR Bertans,WAS
405,7:27,120 - 116,-4,4,Beal 4' Driving Finger Roll Layup (21 PTS) (Wagner 2 AST),WAS
406,7:04,,,4,MISS Irving 19' Pullup Jump Shot,BKN
407,7:01,,,4,Nets Rebound,BKN
408,6:59,,,4,Avdija S.FOUL (P2.T3) (J.Goble),WAS
409,6:59,,,4,MISS Shamet Free Throw 1 of 2,BKN
410,6:59,,,4,Nets Rebound,BKN
411,6:59,121 - 116,-5,4,Shamet Free Throw 2 of 2 (11 PTS),BKN
412,6:59,,,4,SUB: Mathews FOR Avdija,WAS
413,6:59,,,4,SUB: Westbrook FOR Smith,WAS
414,6:44,,,4,MISS Mathews 28' 3PT Jump Shot,WAS
415,6:41,,,4,Hachimura REBOUND (Off:2 Def:3),WAS
416,6:40,121 - 119,-2,4,Beal 28' 3PT Jump Shot (24 PTS) (Hachimura 1 AST),WAS
417,6:26,,,4,Hachimura P.FOUL (P1.T4) (G.Petraitis),WAS
418,6:17,,,4,MISS Durant 29' 3PT Jump Shot,BKN
419,6:13,,,4,Brown REBOUND (Off:2 Def:6),BKN
420,6:12,123 - 119,-4,4,Brown 3' Jump Shot (3 PTS),BKN
421,5:52,,,4,MISS Mathews  3PT Pullup Jump Shot,WAS
422,5:50,,,4,Durant REBOUND (Off:0 Def:7),BKN
423,5:39,125 - 119,-6,4,Irving 19' Pullup Jump Shot (17 PTS) (Brown 3 AST),BKN
424,5:28,125 - 121,-4,4,Westbrook 5' Driving Layup (33 PTS),WAS
425,5:18,127 - 121,-6,4,Irving 20' Pullup Jump Shot (19 PTS),BKN
426,5:08,,,4,MISS Westbrook 6' Floating Jump Shot,WAS
427,5:05,,,4,Westbrook REBOUND (Off:4 Def:4),WAS
428,5:05,,,4,MISS Westbrook  Tip Layup Shot,WAS
429,5:05,,,4,Nets Rebound,BKN
430,5:05,,,4,SUB: Bertans FOR Wagner,WAS
431,5:05,,,4,SUB: Harris FOR Shamet,BKN
432,4:54,130 - 121,-9,4,Irving 26' 3PT Pullup Jump Shot (22 PTS),BKN
433,4:44,130 - 123,-7,4,Beal 6' Driving Layup (26 PTS),WAS
434,4:44,,,4,Brown S.FOUL (P4.T4) (G.Petraitis),BKN
435,4:44,130 - 124,-6,4,Beal Free Throw 1 of 1 (27 PTS),WAS
436,4:28,,,4,MISS Irving 5' Driving Layup,BKN
437,4:26,,,4,Bertans REBOUND (Off:0 Def:3),WAS
438,4:11,,,4,MISS Westbrook 21' Pullup Jump Shot,WAS
439,4:07,,,4,Brown REBOUND (Off:2 Def:7),BKN
440,4:02,,,4,Bertans Violation:Kicked Ball (E.Scott),WAS
441,4:02,,,4,Nets Timeout: Regular (Reg.4 Short 0),BKN
442,3:49,,,4,MISS Durant 18' Pullup Jump Shot,BKN
443,3:46,,,4,Westbrook REBOUND (Off:4 Def:5),WAS
444,3:41,,,4,Green S.FOUL (P4.PN) (E.Scott),BKN
445,3:41,130 - 125,-5,4,Mathews Free Throw 1 of 2 (6 PTS),WAS
446,3:41,130 - 126,-4,4,Mathews Free Throw 2 of 2 (7 PTS),WAS
447,3:19,132 - 126,-6,4,Durant 12' Step Back Jump Shot (31 PTS),BKN
448,3:04,132 - 128,-4,4,Beal 18' Step Back Jump Shot (29 PTS),WAS
449,2:45,,,4,MISS Irving 27' 3PT Pullup Jump Shot,BKN
450,2:42,,,4,Westbrook REBOUND (Off:4 Def:6),WAS
451,2:41,132 - 130,-2,4,Westbrook 5' Running Layup (35 PTS),WAS
452,2:41,,,4,Durant S.FOUL (P4.PN) (J.Goble),BKN
453,2:41,132 - 131,-1,4,Westbrook Free Throw 1 of 1 (36 PTS),WAS
454,2:30,,,4,Bertans P.FOUL (P3.PN) (E.Scott),WAS
455,2:30,133 - 131,-2,4,Durant Free Throw 1 of 2 (32 PTS),BKN
456,2:30,134 - 131,-3,4,Durant Free Throw 2 of 2 (33 PTS),BKN
457,2:18,,,4,MISS Bertans 24' 3PT Jump Shot,WAS
458,2:14,,,4,Green REBOUND (Off:1 Def:5),BKN
459,2:06,,,4,Bertans S.FOUL (P4.PN) (G.Petraitis),WAS
460,2:06,135 - 131,-4,4,Durant Free Throw 1 of 2 (34 PTS),BKN
461,2:06,,,4,SUB: Smith FOR Mathews,WAS
462,2:06,136 - 131,-5,4,Durant Free Throw 2 of 2 (35 PTS),BKN
463,1:58,136 - 133,-3,4,Beal 6' Driving Layup (31 PTS) (Hachimura 2 AST),WAS
464,1:58,,,4,Irving S.FOUL (P2.PN) (G.Petraitis),BKN
465,1:58,136 - 134,-2,4,Beal Free Throw 1 of 1 (32 PTS),WAS
466,1:38,139 - 134,-5,4,Harris  3PT Jump Shot (30 PTS) (Green 3 AST),BKN
467,1:26,,,4,Brown P.FOUL (P5.PN) (E.Scott),BKN
468,1:26,139 - 135,-4,4,Hachimura Free Throw 1 of 2 (5 PTS),WAS
469,1:26,139 - 136,-3,4,Hachimura Free Throw 2 of 2 (6 PTS),WAS
470,1:18,,,4,Bertans P.FOUL (P5.PN) (E.Scott),WAS
471,1:18,140 - 136,-4,4,Durant Free Throw 1 of 2 (36 PTS),BKN
472,1:18,141 - 136,-5,4,Durant Free Throw 2 of 2 (37 PTS),BKN
473,1:10,141 - 139,-2,4,Hachimura 28' 3PT Jump Shot (9 PTS) (Westbrook 8 AST),WAS
474,0:47,,,4,MISS Harris 8' Driving Layup,BKN
475,0:44,,,4,Beal REBOUND (Off:1 Def:4),WAS
476,0:41,141 - 141,TIE,4,Westbrook 5' Driving Layup (38 PTS),WAS
477,0:31,143 - 141,-2,4,Irving 17' Pullup Jump Shot (24 PTS),BKN
478,0:30,,,4,WIZARDS Timeout: Regular (Full 7 Short 0),WAS
479,0:30,,,4,SUB: Mathews FOR Smith,WAS
480,0:26,,,4,MISS Beal 14' Step Back Jump Shot,WAS
481,0:23,,,4,Green REBOUND (Off:1 Def:6),BKN
482,0:23,,,4,Westbrook P.FOUL (P4.PN) (G.Petraitis),WAS
483,0:23,,,4,MISS Green Free Throw 1 of 2,BKN
484,0:23,,,4,Nets Rebound,BKN
485,0:23,144 - 141,-3,4,Green Free Throw 2 of 2 (23 PTS),BKN
486,0:16,,,4,MISS Westbrook 28' 3PT Pullup Jump Shot,WAS
487,0:14,,,4,Nets Rebound,BKN
488,0:14,,,4,SUB: Luwawu-Cabarrot FOR Brown,BKN
489,0:12,,,4,Bertans P.FOUL (P6.PN) (G.Petraitis),WAS
490,0:12,,,4,SUB: Smith FOR Bertans,WAS
491,0:12,,,4,SUB: Brown FOR Luwawu-Cabarrot,BKN
492,0:12,145 - 141,-4,4,Irving Free Throw 1 of 2 (25 PTS),BKN
493,0:12,146 - 141,-5,4,Irving Free Throw 2 of 2 (26 PTS),BKN
494,0:08,146 - 144,-2,4,Beal 30' 3PT Pullup Jump Shot (35 PTS),WAS
495,0:06,,,4,Harris Bad Pass Turnover (P1.T17)Mathews STEAL (3 STL),WAS
496,0:04,146 - 147,1,4,Westbrook 24' 3PT Jump Shot (41 PTS) (Mathews 1 AST),WAS
497,0:04,,,4,Nets Timeout: Regular (Reg.5 Short 0),BKN
498,0:04,,,4,SUB: Bonga FOR Mathews,WAS
499,0:04,,,4,SUB: Luwawu-Cabarrot FOR Brown,BKN
500,0:02,,,4,Nets Timeout: Regular (Reg.6 Short 0),BKN
501,0:00,,,4,MISS Luwawu-Cabarrot 2' Layup,BKN
502,0:00,,,4,Beal REBOUND (Off:1 Def:5),WAS
503,0:00,,,4,Green P.FOUL (P5.PN) (G.Petraitis),BKN
504,0:00,146 - 147,1,4,,BKN
505,0:00,146 - 148,2,4,Beal Free Throw 1 of 2 (36 PTS),WAS
506,0:00,146 - 149,3,4,Beal Free Throw 2 of 2 (37 PTS),WAS
507,0:00,146 - 149,3,4,,BKN
